slice_id	is_tissue	cluster	row	column	feature-0	feature-1
slice_0	1	0	0.0	0.0	0.2	0.8
slice_0	1	0	2.0	0.0	0.2	0.8
slice_0	1	0	4.0	0.0	0.2	0.8
slice_0	1	0	6.0	0.0	0.2	0.8
slice_0	1	0	8.0	0.0	0.2	0.8
slice_1	1	0	0.0	0.0	0.2	0.8
slice_1	1	0	8.0	0.0	0.2	0.8
slice_2	1	0	4.0	0.0	0.8	0.2
slice_2	1	0	3.0	1.7320508075688772	0.8	0.2
slice_2	1	0	2.0000000000000004	3.4641016151377544	0.8	0.2
slice_2	1	0	4.440892098500626e-16	3.4641016151377544	0.8	0.2
slice_2	1	0	-1.9999999999999996	3.4641016151377544	0.8	0.2
slice_2	1	0	-3.0	1.7320508075688772	0.8	0.2
slice_2	1	0	-4.0	0.0	0.8	0.2
slice_2	1	0	-3.0	-1.7320508075688772	0.8	0.2
slice_2	1	0	-2.0000000000000004	-3.4641016151377544	0.8	0.2
slice_2	1	0	-4.440892098500626e-16	-3.4641016151377544	0.8	0.2
slice_2	1	0	1.9999999999999996	-3.4641016151377544	0.8	0.2
slice_2	1	0	3.0	-1.7320508075688772	0.8	0.2
slice_2	1	0	0.0	0.0	0.2	0.8
slice_2	1	0	8.0	0.0	0.2	0.8
slice_3	1	0	0.0	0.0	0.2	0.8
slice_3	1	0	8.0	0.0	0.2	0.8
slice_4	1	0	0.0	0.0	0.2	0.8
slice_4	1	0	2.0	0.0	0.2	0.8
slice_4	1	0	4.0	0.0	0.2	0.8
slice_4	1	0	6.0	0.0	0.2	0.8
slice_4	1	0	8.0	0.0	0.2	0.8
