18,8,7,1
16,0,12,2
6,0,16,2
20,25,21,10
20,10,24,23
17,1,14,11
12,0,10,13
13,23,24,10
20,10,21,24
5,0,16,6
15,0,16,5
21,27,11,28
15,0,10,16
27,23,24,13
2,0,13,3
13,2,12,0
0,15,1,5
13,23,10,12
26,15,29,25
13,27,14,24
11,10,14,24
12,26,10,16
16,26,10,15
19,29,11,18
12,16,10,0
11,27,17,28
5,16,19,6
20,22,10,23
12,23,10,22
20,25,10,26
15,26,10,25
22,26,10,12
20,26,10,22
15,16,19,5
29,16,19,15
11,27,14,17
26,16,29,15
19,15,11,29
1,0,14,11
17,27,14,13
7,1,17,18
29,21,11,28
21,25,11,10
11,0,14,10
5,19,9,6
21,10,11,24
24,27,11,21
29,28,11,18
15,0,11,10
8,19,1,18
17,13,14,3
4,0,14,1
19,5,1,15
11,18,1,19
24,10,14,13
19,15,1,11
9,19,1,8
9,5,1,19
11,15,1,0
15,10,11,25
11,18,17,1
17,4,14,1
11,28,17,18
21,29,11,25
15,25,11,29
11,24,14,27
17,3,14,4
7,3,17,4
7,4,17,1
10,0,14,13
4,3,14,0
13,0,14,3
