268,393,388,392
133,274,138,154
386,391,390,266
250,296,176,298
25,29,150,149
326,290,447,327
344,225,308,224
70,28,190,191
427,385,426,265
226,345,309,346
242,173,243,122
131,255,135,177
30,150,155,151
77,44,76,197
150,274,270,149
104,109,322,328
281,402,277,401
268,190,273,148
208,51,172,171
171,208,291,172
53,209,89,52
88,52,89,209
171,48,204,51
323,445,289,443
260,422,261,381
311,229,349,228
406,286,282,407
229,311,349,346
271,392,267,391
349,108,348,228
366,241,362,242
168,48,169,203
247,126,246,122
107,70,228,108
226,225,345,105
148,272,273,268
466,343,464,463
455,300,420,456
28,191,148,190
460,339,461,459
140,141,136,261
121,171,0,120
353,316,233,342
235,199,78,198
265,307,266,187
63,64,184,220
174,211,175,54
170,120,290,125
266,391,390,270
271,392,272,267
246,371,251,247
312,280,156,276
375,374,251,254
415,426,384,264
39,192,40,72
149,145,150,25
160,312,192,280
140,136,15,135
212,211,331,91
267,268,429,388
30,154,150,29
105,106,345,226
123,127,247,122
337,180,301,181
343,109,328,346
24,29,25,149
92,103,223,66
144,149,269,129
468,310,430,431
88,51,208,84
171,51,0,48
306,452,426,463
231,230,74,194
83,82,325,323
242,367,366,246
398,274,394,395
263,304,142,143
462,473,218,342
229,311,191,228
473,459,218,474
185,304,184,221
151,271,272,147
210,211,294,174
28,190,148,153
223,103,224,67
66,186,223,212
267,391,266,271
330,343,329,463
308,225,309,189
280,432,279,400
195,232,75,231
372,377,252,373
343,109,344,106
187,186,223,66
0,171,1,51
121,172,242,122
140,260,135,139
171,48,0,168
328,109,329,104
3,127,2,7
294,414,243,244
328,104,329,92
71,106,226,229
4,9,129,8
241,245,366,365
210,209,329,89
109,108,349,229
171,51,204,208
107,110,230,73
269,249,389,264
51,48,204,84
344,343,466,346
48,202,203,168
301,181,140,260
172,208,291,292
9,8,132,129
309,191,268,148
270,391,395,271
385,265,427,386
198,46,78,45
239,201,238,321
65,221,64,101
265,187,266,145
375,371,251,374
58,10,178,14
459,422,302,458
151,26,146,147
336,216,300,337
288,202,322,324
3,127,123,2
291,412,241,292
324,84,322,88
242,246,366,241
266,307,427,428
98,353,99,342
40,41,36,161
290,120,245,125
396,272,432,392
338,458,337,216
260,255,135,259
338,458,302,301
132,133,12,9
6,1,5,126
304,340,460,303
146,145,266,187
303,339,460,459
261,382,423,262
472,315,351,352
273,193,277,153
453,296,333,327
210,209,89,53
63,99,220,219
268,392,388,267
143,263,138,142
375,254,251,255
398,274,278,258
269,129,253,249
189,191,309,148
146,145,270,266
272,393,396,273
136,260,135,140
454,419,455,299
70,33,190,28
205,83,49,85
86,85,327,326
239,238,118,358
271,150,146,151
197,45,165,198
308,147,267,188
144,129,124,4
338,458,301,337
149,29,150,154
317,285,165,197
307,187,306,223
453,327,455,447
224,307,308,344
401,405,281,406
352,112,119,239
119,347,111,350
28,69,189,191
313,193,273,310
230,110,74,73
41,46,42,166
408,443,288,409
379,374,254,419
63,62,219,183
320,356,357,477
158,163,38,159
237,358,117,238
372,369,373,249
317,285,197,284
39,160,40,192
358,359,321,479
193,33,153,190
75,201,47,81
338,458,218,459
420,421,457,300
166,46,42,167
161,286,162,282
275,151,192,155
321,472,352,315
306,463,426,427
404,284,279,280
109,106,343,104
151,147,146,271
151,150,146,26
86,85,326,206
133,257,137,258
243,364,363,368
142,262,137,141
160,164,40,165
122,127,247,126
212,92,55,91
177,297,131,251
169,120,290,170
224,187,307,223
173,52,53,2
29,9,149,24
381,382,257,377
301,259,300,421
175,211,295,212
98,97,96,218
180,179,215,300
209,173,293,292
212,186,295,175
325,205,326,85
418,298,250,254
50,170,5,0
94,334,93,335
172,52,1,51
456,216,457,458
76,196,65,222
163,284,159,283
95,215,60,59
459,458,302,338
281,282,157,277
164,285,165,160
449,292,412,448
203,202,288,168
409,443,289,445
203,48,49,83
125,121,245,246
281,286,161,282
209,173,53,210
174,124,244,123
88,52,209,208
305,436,316,283
261,302,140,141
83,203,325,205
293,450,294,330
0,170,5,125
208,51,204,84
294,293,243,414
291,171,240,168
121,126,246,125
171,168,0,120
3,7,128,127
442,445,322,443
82,48,203,83
82,202,203,48
208,52,172,51
413,292,412,449
126,121,246,122
172,292,209,208
241,120,240,171
172,173,209,292
172,52,209,173
206,85,326,205
88,52,208,51
294,174,243,293
365,240,360,361
203,168,289,169
442,443,288,408
300,456,457,420
426,306,295,452
8,177,128,7
48,168,204,202
171,168,204,48
324,444,322,288
288,442,322,443
48,82,204,84
48,202,204,82
288,408,240,411
0,48,49,169
380,379,259,421
240,241,365,245
5,170,176,125
333,454,334,298
380,422,260,381
246,121,241,242
323,203,289,325
125,126,1,121
139,180,19,181
102,342,113,233
172,52,2,1
301,180,300,259
459,216,474,456
123,173,243,174
254,419,259,379
7,177,128,127
448,463,328,466
293,173,243,242
222,196,65,185
100,101,64,221
206,85,49,86
206,205,326,169
466,343,328,346
82,88,322,84
50,206,49,86
120,170,0,125
125,121,0,120
15,136,16,177
120,169,0,170
343,109,346,344
7,177,57,8
169,120,0,168
169,168,0,48
125,121,1,0
150,145,146,25
121,171,1,0
335,334,214,94
0,125,5,1
121,172,1,171
51,171,1,172
323,443,289,288
24,186,144,145
93,94,214,334
226,106,346,229
27,31,32,152
256,252,132,177
97,61,60,217
269,129,133,253
125,126,5,1
172,173,2,52
169,48,49,203
50,0,49,170
169,170,49,0
170,206,49,50
170,169,49,206
206,205,49,85
169,205,49,206
205,169,49,203
205,203,49,83
8,7,128,3
53,54,90,210
142,143,22,18
123,3,174,124
265,144,269,264
330,92,329,104
53,210,90,89
54,4,175,174
25,26,146,150
210,173,293,209
56,10,178,58
104,68,224,67
2,173,123,3
328,91,329,90
4,129,124,128
14,58,59,179
145,187,146,25
123,2,122,173
174,54,53,210
7,127,2,6
121,172,122,1
144,24,175,186
24,9,144,4
175,24,55,186
210,173,53,174
380,421,259,260
243,244,368,248
155,158,34,35
123,127,122,2
204,202,322,82
330,104,329,343
293,174,243,173
191,229,346,311
123,173,174,3
414,415,244,294
252,297,132,177
257,378,253,377
6,127,2,126
6,126,2,1
189,147,308,188
174,294,243,244
129,8,128,4
123,3,128,127
129,4,144,9
25,187,146,26
142,18,138,143
2,127,122,126
2,126,122,1
158,154,138,278
149,24,144,145
91,54,55,211
430,268,388,431
323,202,288,203
1,126,122,121
2,1,122,172
104,109,329,343
204,171,291,168
2,172,122,173
347,107,348,349
308,465,464,428
149,9,144,24
129,9,144,149
8,3,128,4
426,385,264,265
106,69,226,105
54,211,210,174
159,163,39,164
264,426,384,385
175,211,55,54
90,54,91,211
128,3,124,4
123,3,124,128
325,323,322,445
310,268,430,431
209,52,53,173
3,4,174,124
3,54,174,4
3,173,53,2
426,306,264,295
307,343,464,344
229,106,346,109
208,52,209,172
343,105,344,104
83,82,323,203
28,191,189,148
383,424,263,425
144,4,175,24
124,4,175,144
174,4,175,124
3,54,53,174
174,173,53,3
343,104,344,224
188,225,308,189
68,225,105,104
101,353,113,342
449,463,328,448
293,210,294,174
210,54,90,211
71,229,226,191
66,186,55,24
149,145,25,24
344,465,308,345
212,66,55,92
188,187,307,224
266,145,270,265
346,191,309,226
92,212,331,91
224,188,308,307
105,106,344,345
224,225,308,188
68,69,105,225
175,4,55,24
54,4,55,175
66,212,55,186
175,186,55,212
212,211,55,175
91,211,55,212
66,212,223,92
144,175,264,295
105,69,226,225
427,307,464,428
346,311,309,191
345,225,308,344
228,71,191,229
350,230,347,110
32,152,153,28
309,189,267,308
349,228,348,311
293,414,294,450
227,107,347,230
225,69,189,68
308,189,267,147
308,428,266,267
223,187,306,186
310,227,348,347
230,193,313,227
66,24,25,186
145,186,25,24
41,166,42,162
67,187,25,26
387,267,388,392
67,66,25,187
187,186,25,145
66,186,25,187
223,186,306,212
42,46,47,167
28,33,153,32
70,28,191,71
108,70,228,71
451,295,294,331
27,152,32,28
155,30,34,154
268,311,431,310
27,147,151,152
151,31,155,30
153,152,148,28
279,278,155,158
27,152,151,31
280,281,276,401
226,191,189,69
225,68,189,188
193,33,190,70
