slice_id	is_tissue	cluster	row	column	feature	feature_void
slice_0	1	0	-69.0	-39.837168574084174	-1.0	0
slice_0	1	0	-68.0	-38.1051177665153	-1.0	0
slice_0	1	0	-67.0	-36.373066958946424	-1.0	0
slice_0	1	0	-66.0	-34.64101615137754	-1.0	0
slice_0	1	0	-65.0	-32.90896534380867	-1.0	0
slice_0	1	0	-64.0	-31.17691453623979	-1.0	0
slice_0	1	0	-63.0	-29.444863728670914	-1.0	0
slice_0	1	0	-62.0	-27.712812921102035	-1.0	0
slice_0	1	0	-61.0	-25.980762113533157	-1.0	0
slice_0	1	0	-60.0	-24.24871130596428	-1.0	0
slice_0	1	0	-59.0	-22.516660498395403	-1.0	0
slice_0	1	0	-58.0	-20.784609690826528	-1.0	0
slice_0	1	0	-57.0	-19.05255888325765	-1.0	0
slice_0	1	0	-56.0	-17.32050807568877	-1.0	0
slice_0	1	0	-55.0	-15.588457268119894	-1.0	0
slice_0	1	0	-54.0	-13.856406460551018	-1.0	0
slice_0	1	0	-53.0	-12.12435565298214	-1.0	0
slice_0	1	0	-52.0	-10.392304845413264	-1.0	0
slice_0	1	0	-51.0	-8.660254037844386	-1.0	0
slice_0	1	0	-50.0	-6.928203230275509	-1.0	0
slice_0	1	0	-49.0	-5.196152422706632	-1.0	0
slice_0	1	0	-48.0	-3.4641016151377544	-1.0	0
slice_0	1	0	-47.0	-1.7320508075688772	-1.0	0
slice_0	1	0	-46.0	0.0	-1.0	0
slice_0	1	0	-45.0	1.7320508075688772	-1.0	0
slice_0	1	0	-44.0	3.4641016151377544	-1.0	0
slice_0	1	0	-43.0	5.196152422706632	-1.0	0
slice_0	1	0	-42.0	6.928203230275509	-1.0	0
slice_0	1	0	-41.0	8.660254037844386	-1.0	0
slice_0	1	0	-40.0	10.392304845413264	-1.0	0
slice_0	1	0	-39.0	12.12435565298214	-1.0	0
slice_0	1	0	-38.0	13.856406460551018	-1.0	0
slice_0	1	0	-37.0	15.588457268119894	-1.0	0
slice_0	1	0	-36.0	17.32050807568877	-1.0	0
slice_0	1	0	-35.0	19.05255888325765	-1.0	0
slice_0	1	0	-34.0	20.784609690826528	-1.0	0
slice_0	1	0	-33.0	22.516660498395403	-1.0	0
slice_0	1	0	-31.999999999999996	24.24871130596428	-1.0	0
slice_0	1	0	-30.999999999999996	25.980762113533157	-1.0	0
slice_0	1	0	-29.999999999999996	27.712812921102035	-1.0	0
slice_0	1	0	-28.999999999999996	29.444863728670914	-1.0	0
slice_0	1	0	-27.999999999999996	31.17691453623979	-1.0	0
slice_0	1	0	-26.999999999999996	32.90896534380867	-1.0	0
slice_0	1	0	-25.999999999999996	34.64101615137754	-1.0	0
slice_0	1	0	-24.999999999999996	36.373066958946424	-1.0	0
slice_0	1	0	-23.999999999999996	38.1051177665153	-1.0	0
